
세계기후평년값
[검색조건]
검색구분 : 월별평년값
, 지점명 : 전체
, 기간 : 1980년대 00월
국가,지점명,지점번호,시작년도,종료년도,월,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),일조시간(hr)
남극(호주),데이비스 해협,89571,1981,2010,8,      15.2,,,       7.0,      57.0
남극(호주),데이비스 해협,89571,1981,2010,9,      14.3,,,       6.0,     122.0
남극(호주),데이비스 해협,89571,1981,2010,10,      14.2,,,       5.0,     170.0
남극(호주),데이비스 해협,89571,1981,2010,11,       4.2,,,       3.0,     230.0
남극(호주),데이비스 해협,89571,1981,2010,12,       0.2,       2.5,,       2.0,     314.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,1,      27.8,      31.1,      24.8,     416.0,     170.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,2,      27.8,      31.4,      24.9,     323.0,     167.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,3,      27.7,      30.1,      25.0,     223.0,     218.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,4,      27.8,      31.6,      24.5,     125.0,     226.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,5,      27.4,      30.7,      24.2,      71.0,     253.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,6,      26.9,      30.1,      24.1,      59.0,     242.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,7,      26.2,      29.3,      23.6,      62.0,     253.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,8,      26.2,      29.5,      23.5,      28.0,     270.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,9,      26.7,      30.1,      23.6,      36.0,
인도네시아,덴파사르 응우라 라이,97230,1981,2000,10,      27.4,      31.1,      24.0,      90.0,     266.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,11,      27.9,      31.4,      24.7,     185.0,     223.0
인도네시아,덴파사르 응우라 라이,97230,1981,2000,12,      28.0,      31.3,       2.5,     279.0,     206.0
인도네시아,덴파사르 응우라 라이,97230,1981,2010,1,      27.8,      31.0,      24.9,     400.0,     181.0
인도네시아,덴파사르 응우라 라이,97230,1981,2010,2,      27.8,      31.2,      24.9,     305.0,     171.0
인도네시아,덴파사르 응우라 라이,97230,1981,2010,3,      27.6,      31.3,      24.7,     218.0,     217.0
인도네시아,덴파사르 응우라 라이,97230,1981,2010,4,      27.6,      31.3,      24.6,     137.0,     232.0
인도네시아,덴파사르 응우라 라이,97230,1981,2010,5,      27.1,      30.7,      24.3,      65.0,     256.0
인도네시아,덴파사르 응우라 라이,97230,1981,2010,6,      26.7,      30.0,      24.0,      49.0,     243.0
인도네시아,덴파사르 응우라 라이,97230,1981,2010,7,      26.1,      29.2,      23.7,      49.0,     259.0
인도네시아,덴파사르 응우라 라이,97230,1981,2010,10,      27.4,      31.1,      24.3,      81.0,     267.0
인도네시아,덴파사르 응우라 라이,97230,1981,2010,11,      27.9,      31.5,      24.9,     151.0,     229.0
인도네시아,덴파사르 응우라 라이,97230,1981,2010,12,      27.8,      31.2,      25.0,     295.0,     198.0
인도네시아,덴파사르 응우라 라이,97230,1990,2000,6,      26.9,      30.1,      24.1,      59.0,     242.0
일본,도쿄,47662,1981,2010,1,       6.1,       9.9,       2.5,      52.0,     188.0
일본,도쿄,47662,1981,2010,2,       6.5,      10.4,       2.9,      56.0,     167.0
일본,도쿄,47662,1981,2010,3,       9.4,      13.3,       5.6,     118.0,     163.0
일본,도쿄,47662,1981,2010,4,      14.6,      18.8,      10.7,     125.0,     175.0
일본,도쿄,47662,1981,2010,5,      18.9,      22.8,      15.4,     138.0,     173.0
일본,도쿄,47662,1981,2010,6,      22.1,      25.5,      19.1,     168.0,     123.0
일본,도쿄,47662,1981,2010,7,      25.8,      29.4,      23.0,     154.0,     144.0
일본,도쿄,47662,1981,2010,8,      27.4,      31.1,      24.5,     168.0,     175.0
일본,도쿄,47662,1981,2010,9,      23.8,      27.2,      21.1,     210.0,     118.0
일본,도쿄,47662,1981,2010,10,      18.5,      21.8,      15.4,     198.0,     133.0
일본,도쿄,47662,1981,2010,11,      13.3,      16.9,       9.9,      93.0,     147.0
일본,도쿄,47662,1981,2010,12,       8.7,      12.4,       5.1,      51.0,     175.0
일본,도쿠시마,47895,1981,2010,1,       6.1,       9.8,       2.7,      39.0,     158.0
일본,도쿠시마,47895,1981,2010,2,       6.5,      10.5,       2.8,      53.0,     150.0
일본,도쿠시마,47895,1981,2010,3,       9.6,      13.8,       5.6,      95.0,     171.0
일본,도쿠시마,47895,1981,2010,4,      14.8,      19.4,      10.5,     108.0,     193.0
일본,도쿠시마,47895,1981,2010,5,      19.2,      23.6,      15.2,     148.0,     197.0
일본,도쿠시마,47895,1981,2010,6,      22.7,      26.6,      19.6,     191.0,     158.0
일본,도쿠시마,47895,1981,2010,7,      26.6,      30.3,      23.6,     149.0,     195.0
일본,도쿠시마,47895,1981,2010,8,      27.8,      31.9,      24.6,     173.0,     230.0
일본,도쿠시마,47895,1981,2010,9,      24.5,      28.3,      21.4,     210.0,     160.0
일본,도쿠시마,47895,1981,2010,10,      18.9,      22.8,      15.4,     146.0,     167.0
일본,도쿠시마,47895,1981,2010,11,      13.5,      17.5,       9.8,      97.0,     151.0
일본,도쿠시마,47895,1981,2010,12,       8.5,      12.5,       4.9,      45.0,     163.0
중국,두란,52836,1981,2010,1,      12.0,,,       4.0,     229.0
중국,두란,52836,1981,2010,2,       3.1,       0.9,,       5.0,     217.0
중국,두란,52836,1981,2010,3,       2.8,       5.7,,       8.0,     249.0
중국,두란,52836,1981,2010,4,       4.5,      11.3,,      11.0,     272.0
중국,두란,52836,1981,2010,5,       9.3,      15.9,       3.0,      32.0,     279.0
중국,두란,52836,1981,2010,6,      12.8,      19.2,       6.8,      50.0,     258.0
중국,두란,52836,1981,2010,7,      15.2,      21.8,       9.4,      51.0,     264.0
중국,두란,52836,1981,2010,8,      14.5,      21.5,       8.4,      26.0,     274.0
중국,두란,52836,1981,2010,9,      10.0,      17.1,       4.3,      19.0,     250.0
중국,두란,52836,1981,2010,10,       3.2,      10.4,,       6.0,     267.0
중국,두란,52836,1981,2010,11,       1.2,       4.1,,       4.0,     246.0
멕시코,두랑고,76423,1981,2000,1,      11.7,      26.6,,     184.0,     227.0
멕시코,두랑고,76423,1981,2000,2,      13.7,      28.5,       2.1,      70.0,     241.0
멕시코,두랑고,76423,1981,2000,3,      16.1,      30.8,       0.0,       2.0,     292.0
멕시코,두랑고,76423,1981,2000,4,      19.3,      33.6,       3.6,       4.0,     278.0
멕시코,두랑고,76423,1981,2000,5,      22.0,      35.7,       3.0,      12.0,     298.0
멕시코,두랑고,76423,1981,2000,6,      22.7,      35.9,      11.0,      62.0,     258.0
멕시코,두랑고,76423,1981,2000,7,      11.7,      32.9,      11.6,     107.0,     228.0
멕시코,두랑고,76423,1981,2000,8,      20.3,      31.6,      10.8,     111.0,     226.0
멕시코,두랑고,76423,1981,2000,9,      19.4,      30.7,       8.7,      91.0,     211.0
멕시코,두랑고,76423,1981,2000,10,      17.6,      30.6,       3.2,      24.0,     259.0
멕시코,두랑고,76423,1981,2000,11,      14.6,      28.8,,      12.0,     253.0
멕시코,두랑고,76423,1981,2000,12,      12.3,      26.9,,      10.0,     226.0
중국,둔황,52418,1981,2010,1,      12.1,      -0.6,,,     223.0
중국,둔황,52418,1981,2010,2,       0.7,       5.6,,,     221.0
중국,둔황,52418,1981,2010,3,       5.0,      13.4,,       2.0,     261.0
중국,둔황,52418,1981,2010,4,      12.9,      21.5,       4.7,       3.0,     283.0
중국,둔황,52418,1981,2010,5,      19.1,      27.3,      10.3,       5.0,     324.0
중국,둔황,52418,1981,2010,6,      23.4,      31.4,      14.7,       7.0,     321.0
중국,둔황,52418,1981,2010,7,      25.2,      33.2,      17.2,      11.0,     321.0
중국,둔황,52418,1981,2010,8,      23.3,      32.0,      15.0,       5.0,     320.0
중국,둔황,52418,1981,2010,9,      17.3,      27.0,       9.1,       3.0,     297.0
중국,둔황,52418,1981,2010,10,       8.9,      19.1,       1.2,,     282.0
중국,둔황,52418,1981,2010,11,       0.8,       8.9,,       1.0,     234.0
네델란드,드 빌트,6260,1981,2010,1,       3.1,       5.6,       0.3,      70.0,      62.0
네델란드,드 빌트,6260,1981,2010,2,       3.3,       6.4,       0.2,      58.0,      89.0
네델란드,드 빌트,6260,1981,2010,3,       6.2,      10.0,       2.3,      67.0,     122.0
네델란드,드 빌트,6260,1981,2010,4,       9.2,      14.0,       4.1,      42.0,     174.0
네델란드,드 빌트,6260,1981,2010,5,      13.1,      18.0,       7.8,      62.0,     207.0
네델란드,드 빌트,6260,1981,2010,6,      15.6,      20.4,      10.5,      66.0,     194.0
네델란드,드 빌트,6260,1981,2010,7,      17.9,      22.8,      12.8,      81.0,     206.0
네델란드,드 빌트,6260,1981,2010,8,      17.5,      22.6,      12.3,      73.0,     188.0
네델란드,드 빌트,6260,1981,2010,9,      14.5,      19.1,       9.9,      78.0,     138.0
네델란드,드 빌트,6260,1981,2010,10,      10.7,      14.6,       6.9,      83.0,     113.0
네델란드,드 빌트,6260,1981,2010,11,       6.7,       9.6,       3.6,      80.0,      63.0
네델란드,드 빌트,6260,1981,2010,12,       3.7,       6.1,       1.0,      76.0,      49.0
세네갈,디우르벨,61666,1981,2010,9,      28.6,      32.9,      25.3,      95.0,     207.0
멕시코,라고스 데 모레노(JAL.),76573,1981,2000,1,      15.4,      21.9,       8.9,      14.0,     265.0
멕시코,라고스 데 모레노(JAL.),76573,1981,2000,2,      16.7,      24.4,       9.0,       8.0,     253.0
멕시코,라고스 데 모레노(JAL.),76573,1981,2000,3,      19.0,      27.0,      10.9,       3.0,     255.0
멕시코,라고스 데 모레노(JAL.),76573,1981,2000,4,      21.4,      29.2,      13.6,      11.0,     233.0
멕시코,라고스 데 모레노(JAL.),76573,1981,2000,5,      23.0,      30.7,      15.2,      24.0,     220.0
멕시코,라고스 데 모레노(JAL.),76573,1981,2000,6,      22.0,      28.7,      15.2,      88.0,     222.0
멕시코,라고스 데 모레노(JAL.),76573,1981,2000,7,,      26.1,      14.1,     139.0,     208.0
멕시코,라고스 데 모레노(JAL.),76573,1981,2000,9,      19.8,      25.6,      14.0,      96.0,     222.0
멕시코,라고스 데 모레노(JAL.),76573,1981,2000,10,      18.5,      24.9,      12.2,      48.0,     251.0
멕시코,라고스 데 모레노(JAL.),76573,1981,2000,12,      15.9,      22.4,       9.3,       7.0,     265.0
중국,라사,55591,1981,2000,1,      -0.2,      18.4,,,     251.0
중국,라사,55591,1981,2010,4,       8.2,      25.0,,       6.0,     249.0
중국,라사,55591,1981,2010,5,      12.3,      29.4,,      28.0,     277.0
중국,라사,55591,1981,2010,8,      14.2,,       1.5,     121.0,     220.0
중국,라사,55591,1981,2010,10,       8.8,      23.0,,       9.0,     282.0
중국,라사,55591,1981,2010,11,       2.9,      21.6,,       1.0,     267.0
스위스,라인펠덴,6640,1984,2012,9,      26.7,      32.1,      23.0,     342.0,     161.0
멕시코,라파스,76405,1981,2010,1,      18.8,      24.9,      12.8,      11.0,     224.0
멕시코,라파스,76405,1981,2010,2,      19.8,      26.5,      13.1,       6.0,     236.0
멕시코,라파스,76405,1981,2010,3,      21.3,      28.8,      13.4,       2.0,     284.0
멕시코,라파스,76405,1981,2010,4,      23.6,      32.0,      15.2,       1.0,     298.0
멕시코,라파스,76405,1981,2010,5,      25.4,      35.0,      16.6,       1.0,     339.0
멕시코,라파스,76405,1981,2010,6,      27.9,      37.3,      19.5,      10.0,     329.0
멕시코,라파스,76405,1981,2010,7,      30.1,      37.9,      23.7,      15.0,     295.0
멕시코,라파스,76405,1981,2010,8,      30.1,      37.5,      24.6,      42.0,     267.0
멕시코,라파스,76405,1981,2010,9,      29.6,      36.1,      24.4,      62.0,     262.0
멕시코,라파스,76405,1981,2010,10,      27.2,      33.7,      21.0,      14.0,     279.0
멕시코,라파스,76405,1981,2010,11,      23.3,      29.7,      17.1,      10.0,     245.0
멕시코,라파스,76405,1981,2010,12,      19.8,      25.5,      14.4,      19.0,     203.0
스위스,라헨갈게넨,6665,1981,2010,9,      18.7,      26.0,      13.4,     131.0,     184.0
호주,로드 하우 섬,94995,1989,2010,1,      23.0,      25.3,      20.6,     116.0,
호주,로드 하우 섬,94995,1989,2010,2,      23.3,      25.7,      21.0,     112.0,
호주,로드 하우 섬,94995,1989,2010,3,      22.3,      24.8,      19.9,     129.0,
호주,로드 하우 섬,94995,1989,2010,4,      20.6,      23.2,      18.0,     134.0,
호주,로드 하우 섬,94995,1989,2010,5,      19.0,      21.5,      16.4,     149.0,
호주,로드 하우 섬,94995,1989,2010,6,      17.3,      19.9,      14.8,     172.0,
호주,로드 하우 섬,94995,1989,2010,7,      16.4,      18.9,      13.9,     141.0,
호주,로드 하우 섬,94995,1989,2010,8,      16.2,      18.9,      13.5,     103.0,
호주,로드 하우 섬,94995,1989,2010,9,      17.3,      20.0,      14.6,     107.0,
호주,로드 하우 섬,94995,1989,2010,10,      18.3,      20.8,      15.7,     107.0,
호주,로드 하우 섬,94995,1989,2010,11,      19.7,      22.2,      17.3,     101.0,
호주,로드 하우 섬,94995,1989,2010,12,      21.6,      24.0,      19.1,     102.0,
모리셔스,로드리게스,61988,1981,2010,1,      26.6,      29.5,      23.8,     149.0,     267.0
모리셔스,로드리게스,61988,1981,2010,2,      26.9,      29.7,      24.0,     160.0,     238.0
모리셔스,로드리게스,61988,1981,2010,3,      26.8,      29.8,      23.9,     133.0,     256.0
모리셔스,로드리게스,61988,1981,2010,4,      26.0,      28.9,      23.8,     138.0,     235.0
모리셔스,로드리게스,61988,1981,2010,5,      24.5,      27.6,      21.7,      84.0,     235.0
모리셔스,로드리게스,61988,1981,2010,6,      22.9,      26.1,      20.1,      72.0,     210.0
스위스,로카르노 마가디노,6762,1981,2010,9,      21.2,      28.6,      17.4,     172.0,     158.0
호주,로트네스트 아일랜드,94602,1987,2002,1,      22.0,      26.3,      18.8,     168.0,
호주,로트네스트 아일랜드,94602,1987,2002,2,      22.5,      27.2,      19.2,      31.0,
호주,로트네스트 아일랜드,94602,1987,2002,3,      21.7,      25.9,      18.4,     247.0,
호주,로트네스트 아일랜드,94602,1987,2002,4,      20.2,      24.0,      17.4,     332.0,
호주,로트네스트 아일랜드,94602,1987,2002,5,      17.9,      21.2,      15.3,     691.0,
호주,로트네스트 아일랜드,94602,1987,2002,6,      15.8,      18.9,      13.4,    1134.0,
호주,로트네스트 아일랜드,94602,1987,2002,7,      14.9,      17.9,      12.2,    1284.0,
호주,로트네스트 아일랜드,94602,1987,2002,8,      14.8,      17.8,      12.2,     837.0,
호주,로트네스트 아일랜드,94602,1987,2002,9,      15.7,      19.0,      13.0,     554.0,
호주,로트네스트 아일랜드,94602,1987,2002,10,      16.3,      20.3,      13.6,     346.0,
호주,로트네스트 아일랜드,94602,1987,2002,11,      18.6,      23.1,      15.8,     208.0,
호주,로트네스트 아일랜드,94602,1987,2002,12,      20.6,      24.9,      17.5,      49.0,
호주,로트네스트 아일랜드,94602,1990,2010,1,      22.5,      26.1,      18.9,      14.0,
호주,로트네스트 아일랜드,94602,1990,2010,2,      23.2,      27.0,      19.2,       8.0,
호주,로트네스트 아일랜드,94602,1990,2010,3,      22.1,      25.9,      18.5,      19.0,
호주,로트네스트 아일랜드,94602,1990,2010,4,      20.3,      23.6,      17.1,      39.0,
호주,로트네스트 아일랜드,94602,1990,2010,5,      18.2,      21.1,      15.2,      69.0,
호주,로트네스트 아일랜드,94602,1990,2010,6,      15.9,      18.6,      13.2,     113.0,
호주,로트네스트 아일랜드,94602,1990,2010,7,      15.0,      17.7,      12.3,     121.0,
호주,로트네스트 아일랜드,94602,1990,2010,8,      15.0,      17.7,      12.3,      88.0,
호주,로트네스트 아일랜드,94602,1990,2010,9,      15.7,      18.7,      12.9,      54.0,
호주,로트네스트 아일랜드,94602,1990,2010,10,      17.0,      20.2,      13.8,      30.0,
호주,로트네스트 아일랜드,94602,1990,2010,11,      19.3,      22.9,      15.8,      20.0,
호주,로트네스트 아일랜드,94602,1990,2010,12,      21.1,      24.9,      17.5,       7.0,
남극(영국),로트헤라,89062,1981,2010,1,       1.5,       3.9,      -0.3,,     197.0
남극(영국),로트헤라,89062,1981,2010,2,       0.8,       2.9,,,     115.0
남극(영국),로트헤라,89062,1981,2010,3,      -0.1,       1.0,,,      94.0
남극(영국),로트헤라,89062,1981,2010,4,       4.1,      -0.8,,,      50.0
남극(영국),로트헤라,89062,1981,2010,5,       3.1,,,,      11.0
남극(영국),로트헤라,89062,1981,2010,6,       7.2,,,,       0.0
남극(영국),로트헤라,89062,1981,2010,7,       9.9,,,,       3.0
남극(영국),로트헤라,89062,1981,2010,8,       8.6,,,,      34.0
남극(영국),로트헤라,89062,1981,2010,10,       5.0,,,,     128.0
남극(영국),로트헤라,89062,1981,2010,11,       2.1,       0.3,,,     159.0
남극(영국),로트헤라,89062,1981,2010,12,       0.2,       2.5,,,     217.0
인도네시아,록스마웨 말리쿠스살레,96009,1981,1990,3,      26.7,      31.7,      23.1,     252.0,     178.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2009,5,      26.8,      32.1,      23.4,       6.0,     172.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2009,6,      27.2,      32.8,      23.4,       5.0,     172.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2009,7,      26.1,      30.3,      22.8,       5.0,     107.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2009,11,      25.8,      30.7,      26.7,       9.0,     124.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2009,12,      25.6,      30.5,      22.1,       9.0,     141.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2010,1,      25.8,      30.8,      31.1,       6.0,     202.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2010,3,      26.0,      32.1,      29.1,       5.0,     173.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2010,4,      26.7,      32.5,      22.7,       4.0,     169.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2010,5,      26.8,      32.1,      23.5,       7.0,     169.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2010,6,      27.2,      32.8,      23.0,       4.0,     172.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2010,7,      26.1,      30.3,      22.8,       5.0,     107.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2010,8,      25.7,      32.7,      22.4,       5.0,     155.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2011,1,      25.8,      30.8,      31.1,       6.0,     202.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2011,5,      26.8,      32.1,      23.6,       6.0,     171.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2011,6,      27.2,      32.8,      23.0,       5.0,     172.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2011,7,      26.1,      30.3,      22.8,       5.0,     107.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2011,8,      25.7,      32.7,      22.4,       5.0,     149.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2011,10,      26.1,      31.4,      22.5,       6.0,     133.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2011,11,      25.8,      30.7,      28.2,       9.0,     121.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2012,1,      25.8,      30.8,      22.6,       6.0,     210.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2012,2,      25.8,      31.4,      28.5,       5.0,     143.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2012,3,      26.0,      32.1,      29.1,       5.0,     173.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2012,4,      26.7,      32.5,      22.8,       5.0,     168.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2012,6,      27.2,      32.8,      23.1,       5.0,     172.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2013,2,      25.8,      31.4,      31.4,       5.0,     143.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2013,3,      26.0,      32.1,      29.1,       5.0,     173.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2013,4,      26.7,      32.5,      22.8,       5.0,     168.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2013,5,      26.8,      32.1,      23.6,       6.0,     171.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2013,6,      27.2,      32.8,      23.1,       5.0,     172.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2013,7,      26.1,      30.3,      22.8,       5.0,     107.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2013,8,      25.7,      32.7,      22.4,       5.0,     149.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2013,11,      26.1,      30.3,      22.8,       9.0,     121.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2013,12,      25.6,      30.5,      22.1,       9.0,     141.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2014,1,      25.8,      30.8,      34.1,       6.0,     219.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2014,2,      25.8,      31.4,      31.4,       5.0,     143.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2014,3,      26.0,      32.1,      29.1,       5.0,     173.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2014,5,      26.8,      32.1,      23.6,       6.0,     171.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2014,6,      27.2,      32.8,      23.1,       5.0,     172.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2014,7,      26.1,      30.3,      22.8,       5.0,     107.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2014,8,      25.7,      32.7,      22.4,       5.0,     149.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2014,10,      26.1,      31.4,      22.5,       6.0,     133.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2014,11,      25.8,      30.7,      28.2,       9.0,     121.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2014,12,      25.6,      30.5,      22.1,      10.0,     146.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2015,2,      25.8,      31.4,      35.5,       5.0,     146.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2015,3,      26.0,      32.1,      33.3,       7.0,     172.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2015,4,      26.7,      32.5,      22.8,       5.0,     168.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2015,5,      26.8,      32.1,      23.6,       6.0,     171.0
인도네시아,록스마웨 말리쿠스살레,96009,1990,2015,6,      27.1,      32.5,      23.2,       5.0,     172.0
스위스,루가노-아그노,6775,1981,2009,9,      20.3,      28.4,      13.9,     119.0,     163.0
인도네시아,루욱 부붕,97086,1986,2004,1,      27.8,      31.5,      24.4,      79.0,     187.0
인도네시아,루욱 부붕,97086,1986,2004,11,      27.7,      31.5,      24.5,      29.0,     222.0
인도네시아,루욱 부붕,97086,1986,2005,1,      27.8,      31.5,      24.4,      79.0,     186.0
인도네시아,루욱 부붕,97086,1986,2005,2,      27.8,      31.3,      24.4,     798.0,     169.0
인도네시아,루욱 부붕,97086,1986,2005,3,      27.5,      30.9,      24.4,     147.0,     175.0
인도네시아,루욱 부붕,97086,1986,2005,4,      27.3,      30.5,      24.5,     122.0,     178.0
인도네시아,루욱 부붕,97086,1986,2005,5,      27.0,      30.0,      24.2,     110.0,     177.0
인도네시아,루욱 부붕,97086,1986,2005,6,      26.3,      29.2,       3.8,     141.0,     189.0
인도네시아,루욱 부붕,97086,1986,2005,7,      25.9,      28.9,      23.3,     131.0,     152.0
인도네시아,루욱 부붕,97086,1986,2005,8,      26.0,      28.9,      23.3,      29.0,     168.0
인도네시아,루욱 부붕,97086,1986,2005,9,      26.7,      29.9,      23.6,      36.0,     229.0
인도네시아,루욱 부붕,97086,1986,2005,10,      27.5,      30.8,      24.1,      38.0,     260.0
인도네시아,루욱 부붕,97086,1986,2005,11,      27.7,      31.5,       2.4,     288.0,     222.0
인도네시아,루욱 부붕,97086,1986,2005,12,      27.8,      31.3,      24.6,      96.0,     181.0
인도네시아,루욱 부붕,97086,1986,2006,11,      27.8,      31.4,      25.7,      80.0,     236.0
인도네시아,루욱 부붕,97086,1986,2006,12,      27.8,      31.4,      25.8,      97.0,     191.0
인도네시아,루욱 부붕,97086,1986,2007,1,      27.9,      31.5,      24.5,      81.0,     186.0
인도네시아,루욱 부붕,97086,1986,2007,10,      27.5,      30.8,      24.2,      35.0,     286.0
인도네시아,루욱 부붕,97086,1986,2007,11,      27.8,      31.5,      24.5,,
인도네시아,루욱 부붕,97086,1986,2007,12,      27.8,      31.4,      24.6,      98.0,     202.0
인도네시아,루욱 부붕,97086,1986,2008,1,      27.9,      32.9,      25.6,      79.0,     194.0
인도네시아,루욱 부붕,97086,1986,2008,4,      27.3,      30.5,      24.5,     132.0,     212.0
인도네시아,루욱 부붕,97086,1986,2008,5,      27.0,      30.0,      24.2,     113.0,
인도네시아,루욱 부붕,97086,1986,2009,2,      27.8,      32.8,      25.6,      83.0,     186.0
핀란드,루카 니메라,2791,1981,2010,1,      12.0,,,      49.0,
핀란드,루카 니메라,2791,1981,2010,2,       1.7,,,      37.0,
핀란드,루카 니메라,2791,1981,2010,3,       0.0,      -0.4,,      40.0,
핀란드,루카 니메라,2791,1981,2010,4,       1.3,       6.1,,      33.0,
핀란드,루카 니메라,2791,1981,2010,5,       8.2,      13.8,       1.8,      47.0,
핀란드,루카 니메라,2791,1981,2010,6,      13.3,      18.5,       6.9,      74.0,
핀란드,루카 니메라,2791,1981,2010,7,      16.2,      21.3,      10.1,      82.0,
핀란드,루카 니메라,2791,1981,2010,8,      13.4,      18.3,       8.1,      79.0,
핀란드,루카 니메라,2791,1981,2010,9,       8.3,      12.5,       4.0,      66.0,
핀란드,루카 니메라,2791,1981,2010,10,       3.0,       5.6,       0.3,      61.0,
핀란드,루카 니메라,2791,1981,2010,11,       0.5,      -0.8,,      58.0,
핀란드,루카 니메라,2791,1981,2010,12,       5.1,,,      55.0,
핀란드,루키 리본라흐티,2803,1981,2010,1,      10.1,,,      38.0,
핀란드,루키 리본라흐티,2803,1981,2010,2,       1.1,,,      28.0,
핀란드,루키 리본라흐티,2803,1981,2010,3,       0.1,      -0.3,,      29.0,
핀란드,루키 리본라흐티,2803,1981,2010,4,       1.7,       6.1,,      22.0,
핀란드,루키 리본라흐티,2803,1981,2010,5,       7.9,      13.1,       2.2,      42.0,
핀란드,루키 리본라흐티,2803,1981,2010,6,      13.1,      18.0,       7.3,      50.0,
핀란드,루키 리본라흐티,2803,1981,2010,7,      15.9,      20.8,      10.4,      77.0,
핀란드,루키 리본라흐티,2803,1981,2010,8,      13.5,      18.2,       8.5,      72.0,
핀란드,루키 리본라흐티,2803,1981,2010,9,       8.4,      12.6,       4.3,      50.0,
핀란드,루키 리본라흐티,2803,1981,2010,10,       3.2,       5.8,       0.4,      52.0,
핀란드,루키 리본라흐티,2803,1981,2010,11,       1.0,      -0.3,,      44.0,
핀란드,루키 리본라흐티,2803,1981,2010,12,       2.9,,,      37.0,
중국,뤄얼가이,56079,1981,2010,1,       9.9,      13.6,,       5.0,     219.0
중국,뤄얼가이,56079,1981,2010,2,       4.3,      14.9,,       9.0,     190.0
중국,뤄얼가이,56079,1981,2010,3,       3.1,      18.9,,      17.0,     208.0
중국,뤄얼가이,56079,1981,2010,4,       2.1,      23.5,,      34.0,     214.0
중국,뤄얼가이,56079,1981,2010,5,       5.7,      23.3,,      77.0,     213.0
중국,뤄얼가이,56079,1981,2010,6,       9.1,      25.3,,     105.0,     186.0
중국,뤄얼가이,56079,1981,2010,7,      11.2,      25.2,,     119.0,     214.0
중국,뤄얼가이,56079,1981,2010,8,      10.4,      25.6,,     112.0,     220.0
중국,뤄얼가이,56079,1981,2010,9,       7.1,      25.6,,     101.0,     174.0
