
세계기후평년값
[검색조건]
검색구분 : 월별평년값
, 지점명 : 전체
, 기간 : 1990년대 00월
국가,지점명,지점번호,시작년도,종료년도,월,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),일조시간(hr)
인도네시아,메라우케 모파,97980,2000,2009,7,      25.1,      29.1,      22.0,      36.0,     148.0
인도네시아,메라우케 모파,97980,2000,2009,8,      26.9,      31.0,      24.0,     250.0,     159.0
인도네시아,메라우케 모파,97980,2000,2009,9,      26.1,      30.8,      22.1,      21.0,     205.0
인도네시아,메라우케 모파,97980,2000,2009,11,      27.8,      32.4,      24.1,      33.0,     222.0
인도네시아,메라우케 모파,97980,2000,2009,12,      28.0,      32.4,      24.5,     183.0,     168.0
인도네시아,메울라보흐 추트 니아크 디엔,96015,1991,2010,1,      26.3,      30.7,      22.2,     298.0,     169.0
인도네시아,메울라보흐 추트 니아크 디엔,96015,1991,2010,3,      26.5,      30.9,      21.8,     342.0,     174.0
인도네시아,메울라보흐 추트 니아크 디엔,96015,1991,2010,4,      26.7,      30.8,      22.0,     426.0,     156.0
인도네시아,메울라보흐 추트 니아크 디엔,96015,1991,2010,5,      26.7,      30.7,      22.5,     324.0,     182.0
인도네시아,메울라보흐 추트 니아크 디엔,96015,1991,2010,6,      26.3,      31.3,      21.6,     233.0,     156.0
인도네시아,메울라보흐 추트 니아크 디엔,96015,1991,2010,10,      25.8,      30.1,      21.8,     435.0,     122.0
인도네시아,메울라보흐 추트 니아크 디엔,96015,1991,2010,11,      26.2,      30.0,      22.0,     486.0,     126.0
호주,모리,95527,1996,2010,1,      26.8,      33.7,      19.8,      85.0,     315.0
호주,모리,95527,1996,2010,2,      26.1,      32.8,      19.5,      73.0,     272.0
호주,모리,95527,1996,2010,3,      23.8,      30.9,      16.7,      49.0,     294.0
호주,모리,95527,1996,2010,4,      19.8,      27.1,      12.4,      21.0,     272.0
호주,모리,95527,1996,2010,5,      15.3,      22.5,       8.1,      28.0,     253.0
호주,모리,95527,1996,2010,6,      12.3,      18.9,       5.7,      42.0,     216.0
호주,모리,95527,1996,2010,7,      11.3,      18.0,       4.5,      43.0,     234.0
호주,모리,95527,1996,2010,8,      12.8,      20.3,       5.3,      28.0,     273.0
호주,모리,95527,1996,2010,9,      16.7,      24.4,       9.0,      32.0,     281.0
호주,모리,95527,1996,2010,10,      20.2,      27.8,      12.6,      50.0,     296.0
호주,모리,95527,1996,2010,11,      23.0,      30.1,      16.0,      70.0,     288.0
호주,모리,95527,1996,2010,12,      25.3,      32.4,      18.2,      73.0,     304.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,1,      26.6,      31.8,      23.1,     294.0,     140.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,2,      26.9,      31.8,      23.2,     256.0,     147.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,3,      27.0,      32.2,      23.4,     342.0,     149.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,4,      27.3,      32.6,      23.7,     310.0,     168.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,5,      27.4,      32.7,      23.8,     247.0,     196.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,6,      27.4,      32.3,      23.4,     158.0,     184.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,7,      26.8,      32.2,      23.0,     133.0,     177.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,8,      26.9,      32.4,      22.6,     128.0,     166.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,9,      27.1,      32.3,      23.1,     133.0,     136.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,10,      37.2,      32.4,      23.4,     254.0,     143.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,11,      27.2,      32.4,      23.2,     349.0,     161.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2005,12,      26.9,      32.3,      23.3,     332.0,     149.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,1,      26.7,      31.8,      23.0,     296.0,     133.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,2,      26.7,      31.9,      23.1,     262.0,     145.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,3,      27.0,      32.1,      23.2,     343.0,     145.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,4,      27.0,      32.1,      23.2,     343.0,     145.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,5,      27.5,      32.7,      23.6,     267.0,     195.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,6,      27.0,      32.1,      23.2,     343.0,     145.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,7,      45.5,      32.1,      22.9,,     172.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,8,      27.1,      32.4,      22.5,     158.0,     162.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,9,      27.0,      32.1,      23.2,     343.0,     145.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,10,      27.4,      32.5,      23.2,     257.0,     155.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,11,      27.0,      32.1,      23.2,     343.0,     145.0
인도네시아,무아라 테웨흐 버링인,96595,1996,2010,12,      27.0,      32.1,      23.2,     346.0,     143.0
파키스탄,물탄,41675,2000,2000,3,      21.2,      28.2,      13.4,      17.0,     240.0
파키스탄,물탄,41675,2000,2000,5,      32.8,      40.8,      24.8,      12.0,     289.0
파키스탄,물탄,41675,2000,2000,7,      33.5,      39.0,      28.7,      60.0,     257.0
파키스탄,물탄,41675,2000,2000,8,      32.4,      37.6,      27.9,      36.0,     271.0
파키스탄,물탄,41675,2000,2000,11,      19.4,      28.8,      11.4,       2.0,     245.0
오만,미나 살랄라,41312,2000,2000,1,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 살랄라,41312,2000,2000,2,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 살랄라,41312,2000,2000,4,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 살랄라,41312,2000,2000,5,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 살랄라,41312,2000,2000,6,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 살랄라,41312,2000,2000,8,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 살랄라,41312,2000,2000,10,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 살랄라,41312,2000,2000,12,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 술탄 카부스,41258,2000,2000,1,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 술탄 카부스,41258,2000,2000,2,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 술탄 카부스,41258,2000,2000,3,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 술탄 카부스,41258,2000,2000,4,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 술탄 카부스,41258,2000,2000,5,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 술탄 카부스,41258,2000,2000,6,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 술탄 카부스,41258,2000,2000,8,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 술탄 카부스,41258,2000,2000,10,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 술탄 카부스,41258,2000,2000,11,       0.0,       0.0,       0.0,       0.0,       0.0
오만,미나 술탄 카부스,41258,2000,2000,12,       0.0,       0.0,       0.0,       0.0,       0.0
호주,미레스 콘스탄스 스트릿,95529,1998,2010,1,      27.3,      33.9,      20.4,      60.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,2,      26.4,      32.6,      20.0,      89.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,3,      24.4,      31.4,      17.7,      48.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,4,      20.6,      28.0,      13.4,      24.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,5,      16.1,      24.0,       8.0,      19.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,6,      13.3,      20.5,       5.9,      43.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,7,      12.2,      20.1,       4.3,      16.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,8,      13.9,      22.4,       5.5,      39.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,9,      18.5,      26.5,      10.5,      35.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,10,      21.8,      29.6,      14.1,      33.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,11,      23.7,      30.6,      17.0,      55.0,
호주,미레스 콘스탄스 스트릿,95529,1998,2010,12,      25.9,      32.6,      19.2,     104.0,
인도네시아,바우바우 베토 암바리,97192,1994,2003,1,      27.1,      30.9,      23.6,     266.0,     165.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,2,      27.3,      31.2,      23.6,     225.0,     146.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,3,      27.1,      31.3,       3.5,     234.0,     145.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,4,      27.0,      31.3,       3.3,     177.0,     105.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,5,      26.8,      31.3,      23.1,     140.0,     205.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,6,      26.3,      30.8,       2.6,     442.0,     157.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,7,      26.0,      30.7,      21.9,     149.0,     214.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,8,      26.3,      31.8,      21.4,      12.0,     237.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,9,      27.0,      32.8,      21.8,     134.0,     271.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,10,      27.7,      33.2,       3.0,     490.0,     267.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,11,      27.8,      32.3,      23.6,     124.0,     271.0
인도네시아,바우바우 베토 암바리,97192,1994,2003,12,      25.0,      28.3,      21.7,     261.0,     148.0
인도네시아,바우바우 베토 암바리,97192,1994,2013,3,      27.1,      31.3,       2.3,     234.0,     160.0
인도네시아,바탐 항 나딤,96087,1995,1999,1,      26.7,      30.1,      24.0,     198.0,
인도네시아,바탐 항 나딤,96087,1995,1999,2,      27.1,      30.4,      24.3,     149.0,
인도네시아,바탐 항 나딤,96087,1995,1999,3,      27.5,      31.3,      24.7,      59.0,
인도네시아,바탐 항 나딤,96087,1995,1999,4,      27.6,      31.6,      24.3,     170.0,
인도네시아,바탐 항 나딤,96087,1995,1999,5,      27.9,      31.8,      24.5,     199.0,
인도네시아,바탐 항 나딤,96087,1995,1999,6,      27.6,      31.7,      24.2,     192.0,
인도네시아,바탐 항 나딤,96087,1995,1999,7,      27.3,      31.1,      24.1,     153.0,
인도네시아,바탐 항 나딤,96087,1995,1999,8,      26.7,      30.6,      24.0,     274.0,
인도네시아,바탐 항 나딤,96087,1995,1999,10,      27.0,      30.8,      24.1,     206.0,
인도네시아,바탐 항 나딤,96087,1995,1999,11,      27.0,      30.7,      24.1,     239.0,
인도네시아,바탐 항 나딤,96087,1995,1999,12,      26.7,      29.9,      24.2,     262.0,
인도네시아,바탐 항 나딤,96087,1995,2009,1,      26.6,      29.7,      24.0,     296.0,     174.0
인도네시아,바탐 항 나딤,96087,1995,2009,2,      27.1,      30.6,      24.6,      95.0,     175.0
인도네시아,바탐 항 나딤,96087,1995,2009,3,      27.5,      31.2,      24.6,     132.0,     192.0
인도네시아,바탐 항 나딤,96087,1995,2009,4,      27.7,      31.6,      24.5,     168.0,     167.0
인도네시아,바탐 항 나딤,96087,1995,2009,5,      27.9,      31.7,      24.7,     187.0,     172.0
인도네시아,바탐 항 나딤,96087,1995,2009,6,      27.6,      31.4,      24.5,     166.0,     166.0
인도네시아,바탐 항 나딤,96087,1995,2009,7,      27.2,      30.8,      24.3,     206.0,     167.0
인도네시아,바탐 항 나딤,96087,1995,2009,8,      27.2,      30.8,      24.3,     206.0,     167.0
인도네시아,바탐 항 나딤,96087,1995,2009,9,      27.1,      30.8,      24.2,     164.0,     146.0
인도네시아,바탐 항 나딤,96087,1995,2009,10,      27.1,      30.8,      24.2,     164.0,     146.0
인도네시아,바탐 항 나딤,96087,1995,2009,11,      26.9,      30.6,      24.2,     226.0,     129.0
인도네시아,바탐 항 나딤,96087,1995,2009,12,      26.7,      30.0,      24.1,     332.0,     123.0
오만,바흐라,41263,2000,2000,1,       0.0,       0.0,       0.0,       0.0,       0.0
오만,바흐라,41263,2000,2000,4,       0.0,       0.0,       0.0,       0.0,       0.0
오만,바흐라,41263,2000,2000,5,       0.0,       0.0,       0.0,       0.0,       0.0
오만,바흐라,41263,2000,2000,6,       0.0,       0.0,       0.0,       0.0,       0.0
오만,바흐라,41263,2000,2000,8,       0.0,       0.0,       0.0,       0.0,       0.0
오만,바흐라,41263,2000,2000,10,       0.0,       0.0,       0.0,       0.0,       0.0
오만,바흐라,41263,2000,2000,11,       0.0,       0.0,       0.0,       0.0,       0.0
오만,바흐라,41263,2000,2000,12,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,반다 아체 블랑 빈탕,96011,1998,2008,5,      29.4,      30.2,      24.2,     981.0,     194.0
인도네시아,반다 아체 블랑 빈탕,96011,1998,2008,8,      27.1,      33.3,      22.7,     531.0,     130.0
인도네시아,발릭파판 세핑간,96633,1993,2012,1,      26.9,      31.0,      24.0,     235.0,      93.0
인도네시아,발릭파판 세핑간,96633,1993,2012,2,      27.0,      31.3,      24.0,     225.0,      85.0
인도네시아,발릭파판 세핑간,96633,1993,2012,3,      27.2,      31.3,      24.3,     260.0,      91.0
인도네시아,발릭파판 세핑간,96633,1993,2012,4,      26.0,      29.4,      23.3,     242.0,      10.0
인도네시아,발릭파판 세핑간,96633,1993,2012,5,      27.7,      30.8,      24.8,     242.0,     132.0
인도네시아,발릭파판 세핑간,96633,1993,2012,6,      27.4,      30.3,      24.7,     267.0,     110.0
인도네시아,발릭파판 세핑간,96633,1993,2012,7,      27.2,      29.9,      24.5,     251.0,     125.0
인도네시아,발릭파판 세핑간,96633,1993,2012,8,      27.4,      30.4,      24.9,     187.0,     152.0
인도네시아,발릭파판 세핑간,96633,1993,2012,9,      27.7,      30.7,      24.9,     169.0,     140.0
인도네시아,발릭파판 세핑간,96633,1993,2012,10,      27.7,      31.1,      24.9,     182.0,     128.0
인도네시아,발릭파판 세핑간,96633,1993,2012,11,      27.4,      31.2,      24.6,     239.0,     111.0
인도네시아,발릭파판 세핑간,96633,1993,2012,12,      25.9,      31.2,      24.4,     255.0,     129.0
인도네시아,발릭파판 세핑간,96633,1995,2009,1,      27.0,      31.1,      24.1,     243.0,      98.0
인도네시아,발릭파판 세핑간,96633,1995,2009,2,      25.3,      29.1,      22.5,     236.0,      99.0
인도네시아,발릭파판 세핑간,96633,1995,2009,9,      27.8,      30.6,      24.9,     180.0,     140.0
인도네시아,발릭파판 세핑간,96633,1995,2009,11,      74.0,      31.1,      24.6,    2411.0,     106.0
인도네시아,발릭파판 세핑간,96633,1995,2009,12,      27.2,      31.2,      24.4,     254.0,      95.0
인도네시아,발릭파판 세핑간,96633,1995,2010,2,      27.2,      31.2,      24.1,     228.0,      99.0
인도네시아,발릭파판 세핑간,96633,1995,2010,4,      29.3,      33.1,      26.3,     269.0,     114.0
인도네시아,발릭파판 세핑간,96633,1995,2010,5,      29.3,      33.1,      26.3,     269.0,     114.0
인도네시아,발릭파판 세핑간,96633,1995,2010,8,      27.4,      30.3,      24.9,     208.0,     146.0
인도네시아,발릭파판 세핑간,96633,1995,2010,9,      29.6,      32.6,      26.5,     192.0,     147.0
인도네시아,발릭파판 세핑간,96633,1995,2010,10,      27.8,      31.0,      24.9,     161.0,     129.0
인도네시아,발릭파판 세핑간,96633,1995,2010,11,      27.4,      31.1,      24.6,     241.0,     106.0
인도네시아,발릭파판 세핑간,96633,1995,2011,4,      27.4,      30.8,      24.7,     253.0,     105.0
인도네시아,발릭파판 세핑간,96633,1995,2011,5,      27.7,      30.8,       4.9,     218.0,     128.0
인도네시아,발릭파판 세핑간,96633,1995,2011,6,      27.4,      30.3,      24.7,     271.0,     111.0
인도네시아,발릭파판 세핑간,96633,1996,2010,3,      27.3,      31.3,      24.4,     245.0,     108.0
인도네시아,발릭파판 세핑간,96633,1996,2010,6,      27.5,      30.3,      24.7,     267.0,     111.0
인도네시아,발릭파판 세핑간,96633,1996,2011,3,      27.3,      31.3,      24.4,    2451.0,     108.0
인도네시아,발릭파판 세핑간,96633,1997,2011,7,      27.2,      30.0,      24.5,     256.0,     124.0
인도네시아,발릭파판 세핑간,96633,1997,2011,8,      27.5,      30.5,      25.0,     178.0,     304.0
인도네시아,발릭파판 세핑간,96633,1997,2011,9,      27.8,      30.7,      24.9,     184.0,     138.0
인도네시아,발릭파판 세핑간,96633,1997,2011,10,      27.8,      31.0,      24.9,     168.0,     309.0
인도네시아,발릭파판 세핑간,96633,1997,2011,11,      27.4,      31.3,      24.6,     231.0,     310.0
인도네시아,발릭파판 세핑간,96633,1997,2011,12,      27.2,      31.4,      24.4,     246.0,      93.0
인도네시아,발릭파판 세핑간,96633,1998,2007,11,      27.5,      31.3,      24.6,     227.0,     106.0
인도네시아,발릭파판 세핑간,96633,1998,2012,1,      27.0,      31.2,      24.1,     245.0,      91.0
인도네시아,발릭파판 세핑간,96633,1998,2012,2,      27.2,      31.7,      24.2,     231.0,      97.0
인도네시아,발릭파판 세핑간,96633,1998,2012,3,      27.3,      31.5,      24.4,     250.0,     103.0
인도네시아,발릭파판 세핑간,96633,1998,2012,4,      25.7,      29.1,      23.0,     235.0,      99.0
인도네시아,발릭파판 세핑간,96633,1998,2012,5,      27.7,      30.9,      24.9,    2401.0,     127.0
인도네시아,발릭파판 세핑간,96633,1998,2012,6,      27.0,      30.3,      24.7,     287.0,     106.0
인도네시아,발릭파판 세핑간,96633,1998,2012,7,      27.2,      30.0,      24.5,     272.0,     121.0
인도네시아,발릭파판 세핑간,96633,1998,2012,8,      27.5,      30.5,      25.0,     186.0,     148.0
인도네시아,발릭파판 세핑간,96633,1998,2012,9,      27.8,      30.8,      24.9,     188.0,     141.0
인도네시아,발릭파판 세핑간,96633,1998,2012,10,      27.8,      31.3,      24.9,     173.0,     125.0
인도네시아,발릭파판 세핑간,96633,1998,2012,11,      27.0,      31.3,      24.6,     235.0,     110.0
인도네시아,발릭파판 세핑간,96633,1998,2012,12,      27.2,      31.4,      24.4,     248.0,      91.0
인도네시아,발릭파판 세핑간,96633,1999,2008,1,      27.0,      31.2,      24.2,     275.0,      89.0
인도네시아,발릭파판 세핑간,96633,1999,2008,4,      27.4,      31.1,      24.6,     270.0,      98.0
인도네시아,발릭파판 세핑간,96633,1999,2008,8,      27.5,      30.1,      24.8,     191.0,     151.0
인도네시아,발릭파판 세핑간,96633,1999,2008,11,      27.5,      31.3,      24.6,     239.0,      97.0
오만,부라이미,41244,2000,2000,2,       0.0,       0.0,       0.0,       0.0,       0.0
오만,부라이미,41244,2000,2000,3,       0.0,       0.0,       0.0,       0.0,       0.0
오만,부라이미,41244,2000,2000,4,       0.0,       0.0,       0.0,       0.0,       0.0
오만,부라이미,41244,2000,2000,5,       0.0,       0.0,       0.0,       0.0,       0.0
오만,부라이미,41244,2000,2000,6,       0.0,       0.0,       0.0,       0.0,       0.0
오만,부라이미,41244,2000,2000,8,       0.0,       0.0,       0.0,       0.0,       0.0
오만,부라이미,41244,2000,2000,10,       0.0,       0.0,       0.0,       0.0,       0.0
오만,부라이미,41244,2000,2000,11,       0.0,       0.0,       0.0,       0.0,       0.0
오만,부라이미,41244,2000,2000,12,       0.0,       0.0,       0.0,       0.0,       0.0
호주,브리즈번,94578,1996,2010,1,      25.1,      29.0,      21.2,      94.0,     270.0
호주,브리즈번,94578,1996,2010,2,      25.1,      29.0,      21.1,     123.0,     224.0
호주,브리즈번,94578,1996,2010,3,      23.7,      27.9,      19.4,      81.0,     246.0
호주,브리즈번,94578,1996,2010,4,      21.2,      26.1,      16.3,      69.0,     236.0
호주,브리즈번,94578,1996,2010,5,      18.3,      23.6,      13.0,      83.0,     236.0
호주,브리즈번,94578,1996,2010,6,      16.0,      21.3,      10.7,      80.0,     202.0
호주,브리즈번,94578,1996,2010,7,      15.0,      20.9,       9.0,      24.0,     253.0
호주,브리즈번,94578,1996,2010,8,      15.8,      21.8,       9.7,      51.0,     265.0
호주,브리즈번,94578,1996,2010,9,      18.6,      24.2,      12.9,      40.0,     266.0
호주,브리즈번,94578,1996,2010,10,      20.7,      25.5,      15.8,      93.0,     269.0
호주,브리즈번,94578,1996,2010,11,      22.2,      26.5,      17.9,      95.0,     256.0
호주,브리즈번,94578,1996,2010,12,      24.1,      28.2,      20.2,     149.0,     278.0
인도네시아,비마 살라후딘,97270,1992,2011,5,      27.0,      31.0,      21.6,      29.0,     221.0
인도네시아,비마 살라후딘,97270,1992,2011,6,      27.7,      34.4,      21.4,       8.0,     221.0
인도네시아,비마 살라후딘,97270,1993,2012,7,      25.9,      30.2,      20.9,       7.0,     233.0
인도네시아,비마 살라후딘,97270,1993,2012,8,      25.9,      31.0,      20.9,       0.0,     263.0
인도네시아,비마 살라후딘,97270,1993,2012,9,      27.1,      32.4,      22.3,       0.0,     264.0
인도네시아,비마 살라후딘,97270,1993,2012,10,      28.4,      33.6,      24.0,      17.0,     250.0
인도네시아,비마 살라후딘,97270,1993,2012,11,      28.5,      33.1,      24.6,      80.0,     204.0
인도네시아,비마 살라후딘,97270,1993,2012,12,      27.7,      33.2,      24.8,     188.0,     140.0
인도네시아,비마 살라후딘,97270,1994,2013,1,      27.2,      32.3,      24.2,     214.0,     137.0
인도네시아,비마 살라후딘,97270,1994,2013,2,      27.1,      32.3,      24.1,     335.0,     134.0
인도네시아,비마 살라후딘,97270,1994,2013,3,      27.2,      32.5,      23.9,     140.0,     174.0
인도네시아,비마 살라후딘,97270,1994,2013,4,      27.2,      32.8,      23.3,      79.0,     192.0
인도네시아,비마 살라후딘,97270,1994,2013,5,      26.9,      31.2,      21.6,      30.0,     217.0
인도네시아,비마 살라후딘,97270,1994,2013,6,      26.4,      31.9,      21.6,      18.0,     206.0
인도네시아,비마 살라후딘,97270,1994,2013,8,      25.8,      32.6,      20.9,       4.0,     264.0
인도네시아,비마 살라후딘,97270,1994,2013,9,      27.1,      34.0,      22.3,       0.0,     268.0
인도네시아,비마 살라후딘,97270,1994,2013,10,,      35.3,      22.8,      65.0,     262.0
인도네시아,비마 살라후딘,97270,1994,2013,11,      28.4,      34.8,      24.6,      80.0,     205.0
인도네시아,비마 살라후딘,97270,1994,2013,12,      27.7,      33.1,      24.4,     207.0,     137.0
인도네시아,비마 살라후딘,97270,1995,2014,2,      27.0,      32.2,      24.1,     169.0,     133.0
인도네시아,비마 살라후딘,97270,1995,2014,3,      27.2,      27.0,       3.9,     136.0,
인도네시아,비마 살라후딘,97270,1995,2014,4,      27.2,      32.8,      23.4,      79.0,     191.0
인도네시아,비마 살라후딘,97270,1995,2014,5,      28.3,      32.9,      22.8,      42.0,     216.0
인도네시아,비마 살라후딘,97270,1995,2014,6,      26.5,      31.9,      21.7,,
인도네시아,비마 살라후딘,97270,1995,2014,7,       1.0,      31.7,      21.0,,     206.0
인도네시아,비마 살라후딘,97270,1995,2014,8,      26.0,      32.6,      20.9,       2.0,     265.0
인도네시아,비마 살라후딘,97270,1995,2014,9,      27.2,      34.0,      22.3,      12.0,     270.0
인도네시아,비마 살라후딘,97270,1995,2014,10,      28.6,      35.3,      24.0,      29.0,     286.0
인도네시아,비마 살라후딘,97270,1995,2014,11,      28.6,      34.8,      24.6,     111.0,     205.0
인도네시아,비마 살라후딘,97270,1995,2014,12,      27.7,      33.2,      24.5,     205.0,     137.0
인도네시아,비마 살라후딘,97270,1996,2015,1,      27.3,      32.4,      24.2,     211.0,     138.0
인도네시아,비마 살라후딘,97270,1996,2015,2,      27.0,      32.3,      24.1,     165.0,     133.0
인도네시아,비마 살라후딘,97270,1996,2015,3,      27.3,      32.7,      23.8,     135.0,     175.0
인도네시아,비마 살라후딘,97270,1996,2015,4,      27.2,      32.8,      23.4,      87.0,     188.0
인도네시아,비마 살라후딘,97270,1996,2015,5,      27.0,      32.6,      22.8,      45.0,     208.0
인도네시아,비마 살라후딘,97270,1996,2015,6,      26.5,      31.9,      21.7,       0.0,     208.0
인도네시아,비마 살라후딘,97270,1997,2006,11,      28.7,      35.0,      24.4,     118.0,     217.0
인도네시아,비마 살라후딘,97270,1998,2007,1,      27.4,      32.6,      24.1,     185.0,     149.0
인도네시아,비마 살라후딘,97270,1998,2007,4,      27.2,      32.8,      23.4,      92.0,     223.0
인도네시아,비마 살라후딘,97270,1998,2007,5,      26.9,      33.0,      22.4,      31.0,     223.0
인도네시아,비마 살라후딘,97270,1998,2007,8,      25.8,      32.7,      20.5,       3.0,     269.0
인도네시아,비마 살라후딘,97270,1998,2007,11,      28.7,      34.9,      24.5,     113.0,     214.0
인도네시아,비마 살라후딘,97270,1999,2009,1,      24.6,      32.6,      24.2,     194.0,     149.0
인도네시아,비마 살라후딘,97270,2000,2009,2,      71.0,      32.1,      24.3,     170.0,     132.0
인도네시아,비마 살라후딘,97270,2000,2009,4,      27.3,      32.8,      23.4,      80.0,     194.0
인도네시아,비마 살라후딘,97270,2000,2009,5,      26.8,      33.0,      22.7,      38.0,     216.0
인도네시아,비마 살라후딘,97270,2000,2009,6,      25.8,      31.8,      21.7,      24.0,     207.0
인도네시아,비마 살라후딘,97270,2000,2009,8,      25.6,      32.6,      20.9,       3.0,     266.0
인도네시아,비마 살라후딘,97270,2000,2009,9,      27.2,      34.1,      22.5,       6.0,     278.0
인도네시아,비마 살라후딘,97270,2000,2009,11,      29.1,      35.1,      25.0,     709.0,     218.0
인도네시아,비마 살라후딘,97270,2000,2009,12,      27.8,      33.4,      24.5,     160.0,     143.0
멕시코,비야에르모사,76743,1994,2008,2,      24.6,      29.4,      20.6,      86.0,     168.0
멕시코,비야에르모사,76743,1994,2008,3,      26.7,      32.3,      22.0,      35.0,     231.0
멕시코,비야에르모사,76743,1994,2010,2,      24.5,      29.5,      20.6,      80.0,     165.0
멕시코,비야에르모사,76743,1994,2010,3,      26.6,      32.1,      21.9,      32.0,     225.0
멕시코,비야에르모사,76743,1994,2010,7,      29.0,      34.5,      24.5,     167.0,     218.0
멕시코,비야에르모사,76743,1994,2010,8,      28.5,      34.0,      24.4,     233.0,     225.0
멕시코,비야에르모사,76743,1994,2011,1,      23.7,      28.1,      20.0,     111.0,     146.0
멕시코,비야에르모사,76743,1994,2011,2,      24.6,      29.5,      20.7,      84.0,     170.0
멕시코,비야에르모사,76743,1994,2011,4,      28.6,      33.4,      23.7,      62.0,     202.0
인도네시아,사마린다 테민둥,96607,2000,2009,3,      27.3,      32.3,      23.8,     278.0,     110.0
인도네시아,사마린다 테민둥,96607,2000,2009,4,      27.4,      32.2,      24.1,     225.0,      10.0
인도네시아,사마린다 테민둥,96607,2000,2009,5,      27.6,      32.1,      24.0,     184.0,     116.0
인도네시아,사마린다 테민둥,96607,2000,2009,6,      27.7,      31.6,      23.9,     144.0,     106.0
인도네시아,사마린다 테민둥,96607,2000,2009,7,      26.9,      31.3,      23.5,     150.0,     119.0
인도네시아,사마린다 테민둥,96607,2000,2009,8,      27.2,      31.8,      23.5,      87.0,     118.0
인도네시아,사마린다 테민둥,96607,2000,2009,9,      24.7,      32.5,      23.7,     148.0,     124.0
인도네시아,사마린다 테민둥,96607,2000,2009,10,      27.6,      32.5,      23.8,     152.0,     124.0
인도네시아,사마린다 테민둥,96607,2000,2009,11,      27.4,      32.2,      24.0,     233.0,     101.0
인도네시아,사마린다 테민둥,96607,2000,2009,12,      27.6,      32.2,      24.1,     183.0,      89.0
