
세계기후평년값
[검색조건]
검색구분 : 월별평년값
, 지점명 : 전체
, 기간 : 1990년대 00월
국가,지점명,지점번호,시작년도,종료년도,월,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),일조시간(hr)
멕시코,아과스칼리엔테스,76571,1993,2013,2,      15.5,      25.2,       5.9,      13.0,     267.0
멕시코,아과스칼리엔테스,76571,1993,2013,3,      17.8,      27.4,       7.6,       4.0,     306.0
멕시코,아과스칼리엔테스,76571,1993,2013,4,      20.7,      30.7,      10.5,       8.0,     301.0
멕시코,아과스칼리엔테스,76571,1993,2013,6,      22.4,      30.5,      15.5,      76.0,     243.0
멕시코,아과스칼리엔테스,76571,1993,2013,7,      20.7,      28.2,      15.0,     133.0,     235.0
멕시코,아과스칼리엔테스,76571,1993,2013,8,      20.7,      28.2,      14.9,      95.0,     250.0
멕시코,아과스칼리엔테스,76571,1993,2013,9,      20.0,      27.1,      14.4,     164.0,     218.0
멕시코,아과스칼리엔테스,76571,1993,2013,10,      18.6,      26.8,      11.4,      31.0,     255.0
멕시코,아과스칼리엔테스,76571,1993,2013,11,      15.8,      24.0,       7.2,      70.0,     265.0
멕시코,아과스칼리엔테스,76571,1993,2013,12,      13.5,      23.3,       4.5,       7.0,     251.0
멕시코,아과스칼리엔테스,76571,1994,2008,4,      20.7,      30.6,      10.4,      10.0,     101.0
멕시코,아과스칼리엔테스,76571,1994,2009,5,      22.7,      34.9,       9.6,      16.0,     295.0
멕시코,아과스칼리엔테스,76571,1994,2009,6,      22.2,      34.1,      12.4,      99.0,     239.0
멕시코,아과스칼리엔테스,76571,1994,2009,7,      20.2,      28.0,      14.9,     131.0,     242.0
멕시코,아과스칼리엔테스,76571,1994,2009,8,      20.6,      30.6,      12.3,      98.0,     247.0
멕시코,아과스칼리엔테스,76571,1994,2009,9,      20.0,      26.9,      14.4,      97.0,     219.0
멕시코,아과스칼리엔테스,76571,1994,2009,10,      18.5,      26.5,      11.5,      34.0,     257.0
멕시코,아과스칼리엔테스,76571,1994,2009,11,      15.8,      25.1,       7.2,      72.0,     270.0
멕시코,아과스칼리엔테스,76571,1994,2009,12,      13.3,      23.4,       4.6,       4.0,     252.0
멕시코,아과스칼리엔테스,76571,1994,2014,1,      13.4,      23.1,       4.5,      13.0,     256.0
멕시코,아과스칼리엔테스,76571,1994,2014,3,      17.8,      27.7,       7.5,       4.0,     306.0
멕시코,아과스칼리엔테스,76571,1994,2014,4,      20.8,      30.7,      10.3,       1.0,     298.0
멕시코,아과스칼리엔테스,76571,1994,2014,5,      22.8,      32.0,      13.4,      14.0,     293.0
멕시코,아과스칼리엔테스,76571,1994,2014,6,      22.4,      30.4,      15.5,      95.0,     242.0
멕시코,아과스칼리엔테스,76571,1994,2014,8,      20.7,      28.1,      14.9,      94.0,     250.0
멕시코,아과스칼리엔테스,76571,1994,2014,9,      20.1,      25.6,      14.4,     100.0,     219.0
멕시코,아과스칼리엔테스,76571,1994,2014,10,      18.6,      26.8,      11.4,      31.0,     261.0
멕시코,아과스칼리엔테스,76571,1994,2014,12,      13.5,      23.4,       4.8,       7.0,     248.0
멕시코,아과스칼리엔테스,76571,1995,2010,1,      13.4,      23.2,       4.3,       9.0,     261.0
멕시코,아과스칼리엔테스,76571,1995,2010,2,      15.4,      25.2,       5.9,      14.0,     268.0
멕시코,아과스칼리엔테스,76571,1995,2010,3,      17.7,      27.7,       7.4,       5.0,     308.0
멕시코,아과스칼리엔테스,76571,1995,2010,4,      20.8,      30.6,      10.4,       8.0,     303.0
멕시코,아과스칼리엔테스,76571,1995,2010,5,      22.8,      32.0,      13.4,      16.0,     295.0
멕시코,아과스칼리엔테스,76571,1995,2010,6,      22.4,      30.3,      15.4,      99.0,     242.0
멕시코,아과스칼리엔테스,76571,1995,2010,7,      20.8,      28.2,      15.0,     139.0,     240.0
멕시코,아과스칼리엔테스,76571,1995,2010,8,      20.7,      27.4,      14.9,      96.0,     250.0
멕시코,아과스칼리엔테스,76571,1995,2010,9,      20.1,      27.0,      14.5,      98.0,     219.0
멕시코,아과스칼리엔테스,76571,1995,2010,10,      17.9,      26.5,      11.3,      31.0,     259.0
멕시코,아과스칼리엔테스,76571,1995,2015,1,      13.4,      23.1,       4.7,      12.0,     253.0
멕시코,아과스칼리엔테스,76571,1995,2015,2,      15.5,      25.3,       6.1,      13.0,     264.0
멕시코,아과스칼리엔테스,76571,1995,2015,3,      17.5,      27.6,       7.6,       8.0,     302.0
멕시코,아과스칼리엔테스,76571,1995,2015,4,      20.8,      30.7,      10.5,       7.0,     294.0
멕시코,아과스칼리엔테스,76571,1995,2015,5,      22.7,      32.0,      13.5,      15.0,     292.0
멕시코,아과스칼리엔테스,76571,1995,2015,6,      22.7,      30.4,      15.5,      99.0,     242.0
멕시코,아과스칼리엔테스,76571,1996,2011,1,      13.3,      23.3,       4.3,       0.0,     262.0
멕시코,아과스칼리엔테스,76571,1996,2011,2,      15.4,      25.3,       5.8,      14.0,     269.0
멕시코,아과스칼리엔테스,76571,1996,2011,3,      17.8,      27.7,       7.4,       5.0,     309.0
멕시코,아과스칼리엔테스,76571,1996,2011,4,      20.9,      30.6,      10.5,       8.0,     302.0
멕시코,아과스칼리엔테스,76571,1996,2011,5,      22.8,      32.1,      13.4,      15.0,     303.0
멕시코,아과스칼리엔테스,76571,1996,2011,6,      22.4,      30.4,      15.5,      95.0,     244.0
멕시코,아과스칼리엔테스,76571,1996,2011,7,      20.8,      28.3,      15.0,     133.0,     237.0
멕시코,아과스칼리엔테스,76571,1996,2011,8,      20.8,      28.1,      14.9,     919.0,     256.0
멕시코,아과스칼리엔테스,76571,1996,2011,9,      20.1,      27.1,      14.4,      95.0,     219.0
멕시코,아과스칼리엔테스,76571,1996,2011,10,      18.4,      26.5,      11.3,      33.0,     257.0
멕시코,아과스칼리엔테스,76571,1996,2011,11,      15.6,      23.3,       6.9,       6.0,     270.0
멕시코,아과스칼리엔테스,76571,1996,2011,12,      13.2,      23.4,       4.2,       3.0,     255.0
멕시코,아과스칼리엔테스,76571,1997,2012,1,      13.3,      23.2,       4.4,      11.0,     261.0
멕시코,아과스칼리엔테스,76571,1997,2012,3,      17.9,      27.8,       7.6,       5.0,     307.0
멕시코,아과스칼리엔테스,76571,1997,2012,4,      21.0,      30.7,      10.6,,     303.0
멕시코,아과스칼리엔테스,76571,1997,2012,5,      22.8,      32.0,      13.4,      15.0,     298.0
멕시코,아과스칼리엔테스,76571,1997,2012,6,      20.7,      30.4,      15.0,      99.0,     244.0
멕시코,아과스칼리엔테스,76571,1997,2012,7,      20.7,      27.7,      15.0,     141.0,     232.0
멕시코,아과스칼리엔테스,76571,1997,2012,8,      20.8,      28.2,      14.9,      93.0,     257.0
멕시코,아과스칼리엔테스,76571,1997,2012,9,      20.1,      27.1,      14.4,      98.0,     221.0
멕시코,아과스칼리엔테스,76571,1997,2012,10,      18.6,      26.7,      11.4,      29.0,     258.0
멕시코,아과스칼리엔테스,76571,1997,2012,11,      15.7,      25.0,       7.0,       7.0,     268.0
멕시코,아과스칼리엔테스,76571,1997,2012,12,      13.2,      23.4,       4.3,       4.0,     254.0
오만,아담,41264,2000,2000,1,       0.0,       0.0,       0.0,       0.0,       0.0
오만,아담,41264,2000,2000,2,       0.0,       0.0,       0.0,       0.0,       0.0
오만,아담,41264,2000,2000,3,       0.0,       0.0,       0.0,       0.0,       0.0
오만,아담,41264,2000,2000,4,       0.0,       0.0,       0.0,       0.0,       0.0
오만,아담,41264,2000,2000,5,       0.0,       0.0,       0.0,       0.0,       0.0
오만,아담,41264,2000,2000,6,       0.0,       0.0,       0.0,       0.0,       0.0
오만,아담,41264,2000,2000,8,       0.0,       0.0,       0.0,       0.0,       0.0
오만,아담,41264,2000,2000,10,       0.0,       0.0,       0.0,       0.0,       0.0
오만,아담,41264,2000,2000,11,       0.0,       0.0,       0.0,       0.0,       0.0
오만,아담,41264,2000,2000,12,       0.0,       0.0,       0.0,       0.0,       0.0
멕시코,아르리아가,76840,1996,2006,12,      26.6,      32.8,      22.4,       0.0,     247.0
멕시코,아르리아가,76840,1996,2007,11,      28.3,      36.6,      22.8,      80.0,     237.0
멕시코,아르리아가,76840,1996,2010,5,      29.0,      37.1,      23.6,      12.0,     221.0
멕시코,아르리아가,76840,1996,2010,8,      28.4,      35.8,      23.5,     306.0,     195.0
멕시코,아르리아가,76840,1996,2010,10,      27.7,      34.1,      23.3,     174.0,     229.0
멕시코,아르리아가,76840,1996,2010,11,      27.1,      33.2,      22.4,     465.0,     246.0
멕시코,아르리아가,76840,1996,2011,3,      28.1,      36.0,      21.1,      11.0,     281.0
멕시코,아르리아가,76840,1996,2011,5,      29.3,      36.9,      23.6,     128.0,     221.0
멕시코,아르리아가,76840,1996,2011,7,      28.5,      35.6,      24.7,      35.0,     206.0
멕시코,아르리아가,76840,1996,2011,8,      28.5,      35.6,      23.3,     324.0,     194.0
멕시코,아르리아가,76840,1996,2011,10,      27.7,      31.7,      23.2,     165.0,     227.0
멕시코,아르리아가,76840,1996,2011,11,      27.3,      33.3,      22.8,     436.0,     248.0
멕시코,아르리아가,76840,1996,2013,3,      27.8,      36.0,      21.0,      29.0,     268.0
멕시코,아르리아가,76840,1996,2013,5,      30.0,      36.7,      23.5,     158.0,     223.0
멕시코,아르리아가,76840,1996,2013,8,      29.2,      35.5,      23.1,     313.0,     194.0
멕시코,아르리아가,76840,1996,2013,9,      28.3,      34.3,      22.8,     468.0,     169.0
멕시코,아르리아가,76840,1996,2013,10,      28.6,      34.0,      22.9,     167.0,     226.0
멕시코,아르리아가,76840,1996,2013,11,      28.0,      33.2,      22.6,      49.0,     250.0
멕시코,아르리아가,76840,1996,2014,3,      28.8,      36.0,      20.5,     460.0,     277.0
멕시코,아르리아가,76840,1996,2014,5,      30.0,      36.5,      23.3,     155.0,     220.0
멕시코,아르리아가,76840,1996,2014,8,      29.2,      35.4,      23.0,     300.0,     193.0
멕시코,아르리아가,76840,1996,2014,10,      28.6,      33.9,      23.0,     152.0,     199.0
멕시코,아르리아가,76840,1996,2014,11,      28.0,      33.3,      22.5,      38.0,     236.0
멕시코,아르리아가,76840,1996,2015,5,      28.5,      36.5,      23.2,     154.0,     219.0
멕시코,아르리아가,76840,1997,2008,2,      27.4,      37.9,      20.6,       0.0,     263.0
멕시코,아르리아가,76840,1997,2010,3,      27.2,      34.7,      20.4,       0.0,     260.0
멕시코,아르리아가,76840,1997,2010,4,      29.0,      34.7,      21.1,      34.0,     263.0
멕시코,아르리아가,76840,1997,2010,6,      27.9,      35.3,      23.1,    3270.0,     167.0
멕시코,아르리아가,76840,1997,2011,2,      26.8,      34.5,      20.4,     455.0,     261.0
멕시코,아르리아가,76840,1997,2011,4,      29.2,      37.1,      22.5,     527.0,     259.0
멕시코,아르리아가,76840,1997,2011,6,      28.8,      35.2,      23.1,     331.0,     164.0
멕시코,아르리아가,76840,1997,2013,2,      27.1,      34.5,      20.4,      42.0,     261.0
멕시코,아르리아가,76840,1997,2013,6,      28.8,      35.2,      21.7,     347.0,     158.0
멕시코,아르리아가,76840,1997,2013,7,      29.2,      35.5,      23.0,     236.0,     206.0
멕시코,아르리아가,76840,1997,2014,4,      29.9,      37.0,      22.4,     294.0,     260.0
멕시코,아르리아가,76840,1997,2014,6,      28.7,      35.1,      22.9,     357.0,     157.0
멕시코,아르리아가,76840,1997,2015,2,      27.7,      34.5,      20.2,      53.0,     267.0
멕시코,아르리아가,76840,1997,2015,4,      30.0,      36.9,      22.3,      41.0,     259.0
멕시코,아르리아가,76840,1997,2015,6,      28.8,      35.1,      22.7,     348.0,     158.0
멕시코,아르리아가,76840,1998,2008,1,      25.9,      33.4,      17.7,       0.0,     253.0
멕시코,아르리아가,76840,1998,2011,12,      26.1,      32.9,      20.8,      11.0,     249.0
멕시코,아르리아가,76840,1998,2013,1,      26.5,      33.2,      20.2,       0.0,     261.0
멕시코,아르리아가,76840,1998,2013,12,      27.0,      32.9,      20.5,       4.0,     253.0
멕시코,아르리아가,76840,1998,2014,1,      26.8,      32.9,      20.0,       0.0,     263.0
멕시코,아르리아가,76840,1998,2014,12,      27.0,      32.9,      20.5,       4.0,     230.0
멕시코,아르리아가,76840,1998,2015,1,      26.8,      32.8,      20.0,       0.0,     264.0
인도네시아,아마하이,97722,1994,1998,1,      27.4,      32.0,      24.2,     127.0,     182.0
인도네시아,아마하이,97722,1994,1998,2,      27.4,      31.6,      24.2,     115.0,     154.0
인도네시아,아마하이,97722,1994,1998,3,      28.0,      32.6,      24.9,     237.0,     152.0
인도네시아,아마하이,97722,1994,1998,4,      26.7,      30.6,      23.9,     291.0,     195.0
인도네시아,아마하이,97722,1994,1998,5,      28.6,      30.1,      23.7,     323.0,     182.0
인도네시아,아마하이,97722,1994,1998,6,      25.1,      28.6,      23.4,     251.0,     105.0
인도네시아,아마하이,97722,1994,1998,7,      24.7,      27.8,      22.8,     370.0,     122.0
인도네시아,아마하이,97722,1994,1998,8,      24.5,      27.7,      22.5,     315.0,     166.0
인도네시아,아마하이,97722,1994,1998,9,      25.0,      28.6,      22.8,     135.0,     148.0
인도네시아,아마하이,97722,1994,1998,10,      25.9,      30.1,      23.8,     103.0,     159.0
인도네시아,아마하이,97722,1994,1998,11,      27.3,      28.5,      24.6,     101.0,     131.0
인도네시아,아마하이,97722,1994,1998,12,      27.2,      31.7,      24.4,     103.0,     173.0
스위스,안데르멧,6695,1995,2004,9,      26.4,      31.4,      22.5,     130.0,     147.0
인도네시아,암본 파티무라,97724,1994,1998,1,      27.4,      32.0,      24.2,     127.0,     182.0
인도네시아,암본 파티무라,97724,1994,1998,2,      27.4,      31.6,      24.2,     115.0,     154.0
인도네시아,암본 파티무라,97724,1994,1998,3,      28.0,      32.6,      24.9,     237.0,     152.0
인도네시아,암본 파티무라,97724,1994,1998,4,      26.7,      30.6,      23.9,     291.0,     195.0
인도네시아,암본 파티무라,97724,1994,1998,5,      28.6,      30.1,      23.7,     323.0,     182.0
인도네시아,암본 파티무라,97724,1994,1998,6,      25.7,      28.8,      23.0,     555.0,     113.0
인도네시아,암본 파티무라,97724,1994,1998,7,      25.1,      27.7,      23.3,     584.0,
인도네시아,암본 파티무라,97724,1994,1998,8,      25.0,      27.9,      22.9,     504.0,     216.0
인도네시아,암본 파티무라,97724,1994,1998,9,      25.8,      29.0,      22.9,     112.0,     227.0
인도네시아,암본 파티무라,97724,1994,1998,10,      26.5,      30.2,       0.5,     142.0,     208.0
인도네시아,암본 파티무라,97724,1994,1998,11,      26.9,      31.0,      23.8,     117.0,     196.0
인도네시아,암본 파티무라,97724,1994,1998,12,      27.3,      31.6,      24.1,     182.0,     161.0
인도네시아,에나로탈리,97780,2000,2000,1,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,에나로탈리,97780,2000,2000,2,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,에나로탈리,97780,2000,2000,3,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,에나로탈리,97780,2000,2000,4,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,에나로탈리,97780,2000,2000,6,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,에나로탈리,97780,2000,2000,7,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,에나로탈리,97780,2000,2000,8,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,에나로탈리,97780,2000,2000,9,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,에나로탈리,97780,2000,2000,10,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,에나로탈리,97780,2000,2000,11,       0.0,       0.0,       0.0,       0.0,       0.0
인도네시아,에나로탈리,97780,2000,2000,12,       0.0,       0.0,       0.0,       0.0,       0.0
멕시코,에르모시요,76160,1991,2003,4,      24.5,      34.0,      14.8,       4.0,
멕시코,에르모시요,76160,1991,2003,9,      31.0,      38.2,      24.6,      55.0,
멕시코,에르모시요,76160,1991,2008,1,      16.3,      18.9,       9.1,      11.0,     180.0
멕시코,에르모시요,76160,1991,2008,3,      21.1,      29.5,      11.9,       5.0,     235.0
멕시코,에르모시요,76160,1991,2008,5,      28.9,      39.1,      18.3,       2.0,     292.0
멕시코,에르모시요,76160,1991,2008,8,      32.5,      38.5,      26.0,      83.0,     217.0
멕시코,에르모시요,76160,1991,2008,10,      26.7,      34.8,      18.4,      23.0,     223.0
멕시코,에르모시요,76160,1991,2008,11,      20.5,      28.9,      12.5,      23.0,     221.0
멕시코,에르모시요,76160,1991,2009,1,      16.2,      19.3,       9.1,      11.0,     172.0
멕시코,에르모시요,76160,1991,2009,2,      17.6,      26.1,      10.2,      16.0,     172.0
멕시코,에르모시요,76160,1991,2009,4,      24.6,      33.9,      14.9,       4.0,     246.0
멕시코,에르모시요,76160,1991,2009,5,      29.1,      38.4,      18.1,       2.0,     291.0
멕시코,에르모시요,76160,1991,2009,6,      33.1,      41.7,      23.7,       6.0,     284.0
멕시코,에르모시요,76160,1991,2009,7,      33.5,      40.5,      26.7,      68.0,     201.0
멕시코,에르모시요,76160,1991,2009,8,      32.2,      38.7,      26.1,      82.0,     219.0
멕시코,에르모시요,76160,1991,2009,9,      31.0,      38.1,      24.4,      53.0,     216.0
멕시코,에르모시요,76160,1991,2009,10,      26.6,      34.7,      18.4,      22.0,     222.0
멕시코,에르모시요,76160,1991,2009,11,      20.6,      29.5,      12.5,      15.0,     223.0
멕시코,에르모시요,76160,1991,2010,2,      17.5,      26.1,      10.1,     166.0,     171.0
멕시코,에르모시요,76160,1991,2010,3,      20.9,      29.7,      11.7,       5.0,     286.0
멕시코,에르모시요,76160,1991,2010,4,      24.5,      33.8,      14.8,       4.0,     247.0
멕시코,에르모시요,76160,1991,2010,6,      33.1,      41.7,      23.7,       6.0,     283.0
멕시코,에르모시요,76160,1991,2010,7,      33.5,      40.5,      26.8,      80.0,     194.0
멕시코,에르모시요,76160,1991,2010,8,      32.3,      38.9,      26.2,      83.0,     219.0
멕시코,에르모시요,76160,1991,2010,9,      31.0,      38.1,      24.5,      54.0,     217.0
멕시코,에르모시요,76160,1991,2010,10,      26.6,      34.6,      18.4,      21.0,     223.0
멕시코,에르모시요,76160,1991,2010,11,      20.4,      29.5,      12.4,      14.0,     221.0
멕시코,에르모시요,76160,1991,2010,12,      15.7,      24.1,       9.4,      22.0,     120.0
멕시코,에르모시요,76160,1991,2011,1,      16.1,      24.8,       9.0,      11.0,     171.0
멕시코,에르모시요,76160,1991,2011,2,      17.3,      26.0,       9.9,      15.0,     175.0
멕시코,에르모시요,76160,1991,2011,3,      21.0,      29.0,      11.9,       4.0,     236.0
멕시코,에르모시요,76160,1991,2011,4,      24.6,      33.9,      14.8,       4.0,     271.0
멕시코,에르모시요,76160,1991,2011,5,      29.0,      38.3,      18.0,       1.0,     291.0
멕시코,에르모시요,76160,1991,2011,7,      33.5,      40.6,      26.8,     722.0,
멕시코,에르모시요,76160,1991,2011,8,      32.4,      39.0,      26.2,      82.0,
멕시코,에르모시요,76160,1991,2011,9,      31.0,      38.2,      25.6,      54.0,
멕시코,에르모시요,76160,1991,2011,10,      26.6,      34.7,      18.4,      20.0,
멕시코,에르모시요,76160,1991,2011,11,      20.4,      29.3,      13.0,      17.0,
멕시코,에르모시요,76160,1991,2011,12,      15.8,      24.1,       9.4,      20.0,
멕시코,에르모시요,76160,1991,2012,1,      16.2,      25.0,       9.0,      10.0,
멕시코,에르모시요,76160,1991,2012,2,      17.2,      26.0,       9.9,      15.0,
멕시코,에르모시요,76160,1991,2012,4,      24.6,      33.9,      14.8,       4.0,
멕시코,에르모시요,76160,1991,2012,6,      33.1,      41.8,      23.8,       6.0,
멕시코,에르모시요,76160,1991,2012,7,      33.5,      40.5,      26.8,      71.0,
멕시코,에르모시요,76160,1991,2012,8,      32.4,      39.0,      26.3,      85.0,
멕시코,에르모시요,76160,1991,2012,9,      31.0,      38.2,      24.5,      53.0,
멕시코,에르모시요,76160,1991,2012,10,      26.6,      34.8,      18.5,       0.0,
멕시코,에르모시요,76160,1991,2012,11,      20.5,      29.4,      13.9,      17.0,
멕시코,에르모시요,76160,1991,2012,12,      15.8,      24.1,       9.3,      20.0,
멕시코,에르모시요,76160,1991,2013,1,      16.2,      24.9,       8.9,      10.0,
멕시코,에르모시요,76160,1991,2013,2,      17.2,      26.0,       9.8,      14.0,
멕시코,에르모시요,76160,1991,2013,3,      21.0,      30.0,      11.9,       4.0,
멕시코,에르모시요,76160,1991,2013,5,      28.8,      38.4,      18.1,       1.0,
멕시코,에르모시요,76160,1991,2013,6,      33.2,      41.9,      23.8,       6.0,
멕시코,에르모시요,76160,1991,2013,7,      33.5,      40.5,      26.8,      71.0,
멕시코,에르모시요,76160,1991,2013,8,      32.4,      39.1,      26.3,      86.0,
멕시코,에르모시요,76160,1991,2013,10,      26.5,      34.7,      18.3,      19.0,
멕시코,에르모시요,76160,1991,2013,11,      20.5,      29.4,      13.9,      16.0,
멕시코,에르모시요,76160,1991,2013,12,      15.9,      24.1,       9.4,      19.0,
멕시코,에르모시요,76160,1991,2014,1,      16.3,      25.0,       8.9,      10.0,
멕시코,에르모시요,76160,1991,2014,3,      21.0,      30.1,      12.0,       4.0,
멕시코,에르모시요,76160,1991,2014,4,      24.6,      34.0,      14.8,       3.0,
멕시코,에르모시요,76160,1991,2014,5,      28.8,      38.4,      18.1,       0.0,
멕시코,에르모시요,76160,1991,2014,6,      33.3,      42.0,      24.0,       6.0,
멕시코,에르모시요,76160,1991,2014,8,      32.4,      39.1,      26.3,      86.0,
멕시코,에르모시요,76160,1991,2014,10,      26.6,      34.8,      18.5,      18.0,
멕시코,에르모시요,76160,1991,2014,11,      20.6,      29.5,      13.9,      15.0,
멕시코,에르모시요,76160,1991,2014,12,      16.1,      24.2,       9.4,      19.0,
멕시코,에르모시요,76160,1991,2015,1,      16.4,      25.0,       9.0,      12.0,
멕시코,에르모시요,76160,1991,2015,2,      17.5,      26.3,      10.0,      13.0,
멕시코,에르모시요,76160,1991,2015,3,      21.1,      30.2,      12.1,       5.0,
멕시코,에르모시요,76160,1991,2015,4,      24.7,      34.0,      14.9,       4.0,
멕시코,에르모시요,76160,1991,2015,5,      28.7,      38.3,      18.1,       1.0,
멕시코,에르모시요,76160,1991,2015,6,      33.3,      41.9,      24.0,      10.0,
멕시코,에히도 누에보 레온,76040,1992,2008,5,      26.5,      35.2,      14.4,       1.0,     367.0
멕시코,에히도 누에보 레온,76040,1992,2008,8,      33.8,      42.9,      24.9,       6.0,     321.0
멕시코,에히도 누에보 레온,76040,1992,2008,10,      23.8,      34.3,      14.5,       4.0,     303.0
멕시코,에히도 누에보 레온,76040,1992,2009,1,      13.5,      21.9,       5.3,       8.0,     241.0
멕시코,에히도 누에보 레온,76040,1992,2009,2,      15.0,      23.6,       6.6,       9.0,     231.0
멕시코,에히도 누에보 레온,76040,1992,2009,4,      21.5,      31.3,      10.9,       2.0,     309.0
멕시코,에히도 누에보 레온,76040,1992,2009,7,      33.8,      43.4,      24.1,       1.0,     343.0
멕시코,에히도 누에보 레온,76040,1992,2009,8,      33.9,      42.9,      24.9,       6.0,     325.0
멕시코,에히도 누에보 레온,76040,1992,2009,10,      23.7,      34.2,      14.5,       4.0,     302.0
멕시코,에히도 누에보 레온,76040,1992,2009,11,      17.4,      27.1,       8.6,       4.0,     254.0
멕시코,에히도 누에보 레온,76040,1992,2009,12,      12.5,      21.1,       4.8,       9.0,     220.0
멕시코,에히도 누에보 레온,76040,1992,2010,1,      13.5,      21.9,       5.4,      10.0,     240.0
멕시코,에히도 누에보 레온,76040,1992,2010,2,      15.1,      23.6,       6.7,       9.0,     233.0
멕시코,에히도 누에보 레온,76040,1992,2010,4,      21.5,      31.2,      10.9,       2.0,     310.0
멕시코,에히도 누에보 레온,76040,1992,2010,5,      26.6,      37.0,      15.2,       0.0,     369.0
멕시코,에히도 누에보 레온,76040,1992,2010,6,      30.5,      41.4,      18.8,       0.0,     340.0
멕시코,에히도 누에보 레온,76040,1992,2010,7,      33.8,      43.3,      24.2,       1.0,     346.0
멕시코,에히도 누에보 레온,76040,1992,2010,8,      33.9,      42.9,      24.9,       5.0,     328.0
멕시코,에히도 누에보 레온,76040,1992,2010,9,      30.9,      40.4,      21.1,       7.0,     305.0
멕시코,에히도 누에보 레온,76040,1992,2010,10,      23.7,      34.2,      14.6,       5.0,     315.0
멕시코,에히도 누에보 레온,76040,1992,2011,2,      15.0,      23.5,       6.7,       9.0,     236.0
멕시코,에히도 누에보 레온,76040,1992,2011,3,      18.5,      27.9,       8.9,       5.0,     295.0
멕시코,에히도 누에보 레온,76040,1992,2011,4,      21.5,      31.2,      11.0,       2.0,     313.0
멕시코,에히도 누에보 레온,76040,1992,2011,5,      26.5,      36.8,      15.2,       0.0,     370.0
멕시코,에히도 누에보 레온,76040,1992,2011,7,      33.7,      43.3,      24.2,       1.0,     348.0
멕시코,에히도 누에보 레온,76040,1992,2011,8,      33.9,      49.2,      25.0,       0.0,     332.0
멕시코,에히도 누에보 레온,76040,1992,2011,9,      30.9,      40.4,      21.2,       7.0,     305.0
멕시코,에히도 누에보 레온,76040,1992,2011,10,      23.8,      34.2,      14.7,       5.0,     299.0
멕시코,에히도 누에보 레온,76040,1992,2011,11,      17.3,      27.0,       8.7,       4.0,     254.0
멕시코,에히도 누에보 레온,76040,1992,2011,12,      12.6,      21.1,       5.0,       9.0,     218.0
멕시코,에히도 누에보 레온,76040,1992,2012,2,      15.0,      23.5,       6.7,       9.0,     236.0
멕시코,에히도 누에보 레온,76040,1992,2012,5,      26.5,      36.8,      15.2,       0.0,     370.0
멕시코,에히도 누에보 레온,76040,1992,2012,6,      30.5,      41.3,      18.9,       0.0,     348.0
멕시코,에히도 누에보 레온,76040,1992,2012,7,      33.7,      43.1,      24.2,      20.0,     346.0
멕시코,에히도 누에보 레온,76040,1992,2012,9,      30.9,      40.4,      21.3,       8.0,     324.0
멕시코,에히도 누에보 레온,76040,1992,2012,10,      23.9,      34.2,      14.7,       4.0,     300.0
멕시코,에히도 누에보 레온,76040,1992,2012,12,      13.9,      21.0,       5.1,       9.0,     223.0
멕시코,에히도 누에보 레온,76040,1992,2013,2,      15.0,      23.5,       6.7,       8.0,     242.0
멕시코,에히도 누에보 레온,76040,1992,2013,3,      18.6,      31.7,       9.1,       4.0,     296.0
멕시코,에히도 누에보 레온,76040,1992,2013,4,      21.6,      31.3,      11.2,       2.0,     316.0
멕시코,에히도 누에보 레온,76040,1992,2013,5,      26.6,      36.9,      15.3,       1.0,     373.0
멕시코,에히도 누에보 레온,76040,1992,2013,6,      30.5,      41.3,      19.0,       0.0,     351.0
멕시코,에히도 누에보 레온,76040,1992,2013,7,      33.7,      43.1,      24.3,       2.0,     342.0
멕시코,에히도 누에보 레온,76040,1992,2013,8,      33.9,      42.8,      25.1,       7.0,     330.0
멕시코,에히도 누에보 레온,76040,1992,2013,10,      23.8,      34.2,      14.7,       4.0,     302.0
멕시코,에히도 누에보 레온,76040,1992,2013,11,      17.4,      27.0,       8.9,       5.0,     254.0
멕시코,에히도 누에보 레온,76040,1992,2013,12,      12.6,      21.1,       5.1,       9.0,     225.0
멕시코,에히도 누에보 레온,76040,1992,2014,1,      13.6,      22.1,       5.6,      10.0,     246.0
멕시코,에히도 누에보 레온,76040,1992,2014,3,      18.6,      27.9,       9.1,       4.0,     296.0
멕시코,에히도 누에보 레온,76040,1992,2014,4,      21.7,      31.3,      11.3,       2.0,     316.0
멕시코,에히도 누에보 레온,76040,1992,2014,5,      26.7,      36.9,      15.3,       0.0,     372.0
멕시코,에히도 누에보 레온,76040,1992,2014,6,      30.6,      41.4,      19.0,       0.0,     354.0
멕시코,에히도 누에보 레온,76040,1992,2014,9,      30.8,      40.4,      21.5,       9.0,     288.0
